epoch,train_loss,train_property_loss,train_joint_loss,train_token_acc,valid_loss,valid_property_loss,valid_joint_loss,valid_token_acc,lr,exact_match,avg_edit_distance,normalized_edit_distance
35,0.8850305010395153,0.25176173684585745,1.0108447523807813,0.8179676826682998,0.8981355459447868,0.42073485722633536,1.1084369340936409,0.8167424772568229,0.0002121621001367494,0.0006521030322791001,21.162699706553635,0.5322464181043486
36,0.8767164344355262,0.24141451612563145,0.9973819394697427,0.8214437854639164,0.8885381876487634,0.43487840388510723,1.1059430796819438,0.8236767606081812,0.00020966019645321765,0.0029344636452559502,19.661884577763285,0.49063341284752104
37,0.871654269870616,0.23201858779542883,0.9876015044574469,0.8230004139649523,0.8929827455593563,0.41625614566798314,1.1010683707317157,0.8219431897703416,0.00020709400300596682,0.0022823606129768505,19.985979784806,0.4990955632018935
38,0.8647844946698718,0.22056638253918776,0.97503274642256,0.825526301809518,0.8739795391564265,0.3834603734734706,1.0656570612820655,0.8271598066034735,0.00020446546852624604,0.0029344636452559502,20.08770785784154,0.5030030923979338
39,0.8578113402615134,0.21453389300808906,0.9650301642286522,0.827904846196484,0.8713124688420635,0.387925750188187,1.0652171722405268,0.829656784782747,0.0002017765890862085,0.0026084121291164004,19.89077274209325,0.4974671045547092
40,0.8511928459260395,0.2046416612826224,0.9534280920287183,0.8306632760965811,0.8655657097706738,0.40989735368839647,1.0704960886803208,0.8303963356447611,0.0001990294065831225,0.0029344636452559502,19.86208020867297,0.4965801450413755
41,0.8434633036671608,0.19424828519771217,0.9405377593018698,0.8336432223513008,0.8686115086254966,0.38928433250906724,1.0632213710922351,0.8301895794897894,0.0001962260071887833,0.0035865666775350504,19.694163677861102,0.49037660237570296
42,0.8397735343621712,0.1887445438568503,0.9340467955806275,0.8350625307591997,0.8609820894612119,0.4102310833885882,1.066099964215851,0.8336408168458553,0.00019336851976530336,0.004564721225953701,20.002608412129117,0.5007862085501584
43,0.83303208889441,0.1820145268316635,0.9239717289590405,0.8376084653326905,0.8704484352777155,0.44567374315174774,1.0932613777577935,0.8302213881290158,0.00019045911424848475,0.0032605151613955006,19.813824584284315,0.4942911793053248
44,0.8278595365683005,0.17423227203631347,0.9149200977755902,0.8394347223377694,0.8741159120653867,0.3929974402361442,1.0706059711547717,0.8295534067052611,0.0001875,0.0022823606129768505,19.904792957287253,0.49705681251797046
45,0.8217232031092392,0.1647305090262486,0.9040336884388745,0.8415917503701127,0.8593765877448418,0.4501763930295864,1.0844319798015871,0.8338316686812138,0.0001844934241296342,0.0022823606129768505,19.59993478969677,0.4889852622174006
46,0.814131398617877,0.16029188770254502,0.8942129788834493,0.8445235844754122,0.857450468246586,0.37990127895956594,1.047373644684517,0.8357401870347987,0.0001814416697888612,0.00489077274209325,19.874796217802412,0.49572829484383346
47,0.8094635218857951,0.15083970355430715,0.8848257842201509,0.8463408204524747,0.85746956011313,0.43912865272515134,1.0769762435097783,0.8363525033399071,0.00017834705443705047,0.004564721225953701,19.45777632865993,0.48524571886603635
48,0.8030062071174572,0.14776590024700004,0.8768726352414263,0.849553308762726,0.8513408348730248,0.4059401887381236,1.0543168048964364,0.8379667917806476,0.0001752119280816212,0.0029344636452559502,20.03553961525921,0.5007108173891489
49,0.7977185419096902,0.14081958748823548,0.8680215762580258,0.8507982106289761,0.8532801100494707,0.40449225966690183,1.0554840911044956,0.8381735479356193,0.00017203867149347945,0.004238669709814151,19.38408868601239,0.48384366229588255
50,0.7932727554752251,0.13627527858246566,0.8613612999190734,0.8524971709053805,0.8510431979953337,0.42660663063377674,1.0643325075094188,0.8385870602455627,0.00016882969439909433,0.004238669709814151,19.604825562438865,0.48917310729164465
51,0.7885841000212848,0.13041207288895473,0.8536976343691179,0.8544286732373162,0.8500541875497805,0.433864476103949,1.066956925244451,0.8398991666136523,0.00016558743365058546,0.005542875774372351,19.508966416693838,0.4858218757906102
52,0.7827033363631174,0.12574710123762678,0.8454890740212208,0.8565857012696596,0.8507475432896517,0.3916989660317477,1.0465189379824853,0.8414657420955531,0.00016231435137521182,0.006521030322791001,19.327355722204107,0.4817756374679233
53,0.777182828344088,0.11772906787166913,0.8360320523343576,0.8588219138812572,0.8508609100712704,0.4072373745823902,1.0544333898325404,0.841410076976907,0.00015901293310566689,0.00489077274209325,19.27518747962178,0.47948160587991745
54,0.7721143378102545,0.11280301449044638,0.8284529495270355,0.8609368437828578,0.8535827647469693,0.45539365029117357,1.0812365244217714,0.840988612507157,0.0001556856858925999,0.007173133355070101,19.314639713074666,0.48093954526229443
55,0.7677151997746146,0.11055906583663838,0.8229623024355007,0.8622709535928249,0.8495035420412879,0.4061353659645369,1.0525330884238193,0.842531331509638,0.00015233513640079699,0.005216824258232801,19.467557874144116,0.48581793866751927
56,0.7623822073718044,0.10600943880155227,0.8153557783138337,0.8644179582607057,0.8430543400030136,0.43500133438377764,1.060550596257705,0.8431913607735861,0.0001489638289904673,0.006521030322791001,19.49266384088686,0.48413662978284067
57,0.756316586009362,0.10111782198198327,0.8067914343331158,0.8666631919003196,0.8411986104794696,0.4239463161909118,1.0531207965957174,0.8449249316114257,0.00014557432378509174,0.006847081838930551,19.42810564069123,0.48441365491254407
58,0.7515514812009105,0.09785509590471618,0.8004137787160425,0.8683912199336654,0.8433373486760032,0.388210261678478,1.0374605006957078,0.8447420319358738,0.00014216919472730103,0.005216824258232801,19.422236713400718,0.4841785020152899
59,0.7467904551397546,0.09331246537964279,0.7933888424917044,0.8704480143213832,0.8437877944685725,0.401346434025567,1.0444467582724404,0.8448136013741332,0.00013875102762425992,0.007499184871209651,19.184219106618844,0.4777569851917145
60,0.7419730451080477,0.08974959597500513,0.7867734240097882,0.8724246217934004,0.8419134728897277,0.4020008812772361,1.0428957862577262,0.8454020611998219,0.00013532241818404157,0.005542875774372351,19.33257254646234,0.4809348045615829
61,0.7376765424200966,0.08739376701782042,0.7813294783017158,0.874011320387824,0.8392668417395128,0.3874174639713815,1.0329309005009688,0.8470083974807557,0.00013188597004448318,0.008803390935767852,19.479947831757418,0.4858236646870929
62,0.7317919461029565,0.08323562584299325,0.7733856247759413,0.8763026615039657,0.8461178016410248,0.3995741909417804,1.0458662240171728,0.846141612061836,0.00012844429279602028,0.008151287903488751,19.36093902836648,0.48226155400476334
63,0.7289131598633167,0.081804311843614,0.7697566678425478,0.8773450914080723,0.8407207179296273,0.39578495688923493,1.0385591192435162,0.8475491443476048,0.000125,0.004564721225953701,19.112161721552006,0.47497114214621633
64,0.7237505833040568,0.07919616373778944,0.7632561072681667,0.879691561028758,0.8409814451931883,0.3874095295961882,1.0346371100241951,0.8482250779311661,0.00012155570720397977,0.006521030322791001,19.00652103032279,0.4749286546583399
65,0.7197353380996248,0.07621005925532026,0.7577530816665069,0.8808312175681514,0.8375050330438477,0.4122058937807677,1.0436061003871255,0.8486147337616897,0.0001181140299555168,0.008803390935767852,19.29051190088034,0.48187774380549675
66,0.7158416014088427,0.07279308829336613,0.7521926058313418,0.8827015773768655,0.8431747686889299,0.39389014277117707,1.0401066765553562,0.8478354221006426,0.00011467758181595848,0.008151287903488751,18.917182914900554,0.4707438714193243
67,0.7119449893554981,0.07276011170842026,0.7483217332069065,0.8839444745702232,0.8367895705222409,0.3946621548985673,1.034044191042064,0.8503721610789491,0.0001112489723757401,0.009129442451907402,19.322464949462017,0.4814024495045031
68,0.7071070570871891,0.0682156163650357,0.7411660089404948,0.886021315686866,0.8355937075613792,0.39176912262263264,1.0314591587036799,0.851477511292067,0.00010783080527269898,0.0078252363873492,19.380176067818716,0.4830628882933631
69,0.7038634645118458,0.06599612124315866,0.736810254357774,0.8874356124125337,0.845031396167406,0.39397942222093657,1.0419835966963469,0.8492827151854444,0.00010442567621490824,0.004564721225953701,19.047603521356375,0.47356892118277855
70,0.699986165825999,0.06492806716282365,0.7323797003869333,0.8888529161475399,0.8399151632125857,0.3708254790166165,1.025275290148399,0.8504278261975953,0.00010103617100953273,0.006194978806651451,19.23866970981415,0.4794387181351431
71,0.6962981584514173,0.06232588589731994,0.7273886490735,0.8903884955832044,0.8451503851607455,0.38983067894432805,1.0400374154917067,0.8499586487690056,9.766486359920303e-05,0.008803390935767852,18.87773068144767,0.4691102817348533
72,0.6913510602532306,0.06098313101885361,0.7217905055274491,0.892131558663244,0.8341735243864609,0.3871645868057765,1.0277473093595029,0.8535530250015905,9.431431410740012e-05,0.008151287903488751,19.01304206064558,0.4732446230626625
73,0.6883369229637525,0.060873745385415595,0.7187157506521771,0.893383476884618,0.8389362601225738,0.38376233874682614,1.0308155636465584,0.8520818754373688,9.09870668943331e-05,0.006194978806651451,19.04140854254972,0.47325226895424344
74,0.6844500464885263,0.05637535084291941,0.712581277875122,0.8948288460401195,0.8439701882687087,0.3915670345029343,1.039759311180065,0.8513900375341943,8.768564862478821e-05,0.008477339419628301,18.76067818715357,0.46681435360848955
75,0.680620552790388,0.05605534249446722,0.7085892322876445,0.8965859418304066,0.8442377411172707,0.3930535201514082,1.0407383934775976,0.8514138940136141,8.441256634941458e-05,0.008151287903488751,18.98369742419302,0.4719255839332489
76,0.677898791770588,0.055464257385721125,0.7055955820117825,0.8976363904260832,0.8416417289457253,0.38953855555027206,1.0364213010796048,0.8529963738151282,8.117030560090572e-05,0.009129442451907402,18.749592435604825,0.4658607427392716
77,0.6749317914345463,0.052655710834711295,0.701206593541865,0.8988021077130792,0.8372608494544175,0.3859522156599565,1.0302083259068835,0.85360073796043,7.796132850652058e-05,0.0097815454841865,19.062275839582654,0.4741053621428664
78,0.6710339883264761,0.051856017838475696,0.6969219242252445,0.900432909111138,0.8407704204503866,0.400778657777091,1.0411163206632184,0.853020230294548,7.478807191837885e-05,0.010433648516465601,18.859471796543854,0.4681133518742193
79,0.6680754945925168,0.05002595302957461,0.6930295707272407,0.9013981591088828,0.845300286462728,0.4003240216874439,1.045452314710477,0.8529566130160952,7.165294556294955e-05,0.009129442451907402,18.92598630583632,0.471433947592979
80,0.664558670339768,0.04866204692549312,0.6888551164676286,0.9028224791990129,0.8456880668803506,0.4046392113718568,1.0479612270395027,0.8539903937909537,6.855833021113886e-05,0.011085751548744702,18.765568959895663,0.4661414457609176
81,0.6615005628301556,0.04786196689567765,0.6854377729760374,0.9039310633085723,0.8442492058317097,0.39255697402846823,1.0405052719965096,0.8532190342897131,6.55065758703658e-05,0.010759700032605152,18.92957287251386,0.4704836869216766
82,0.6590307142846347,0.04727865476897675,0.6826331790175562,0.9052060352682102,0.8455797634003074,0.3885875547946685,1.039835259935387,0.8536643552388828,6.250000000000003e-05,0.009455493968046952,18.865014672318225,0.4695915473217556
83,0.6564719589189711,0.04663845360536607,0.6797543962359225,0.90639480629347,0.841427682647193,0.38059995018545795,1.031711343060031,0.8555013041542083,5.954088575151527e-05,0.012063906097163351,18.567329638082818,0.4616026089779462
84,0.6530657260844861,0.04428519028509762,0.6751459929182563,0.9076016193747626,0.8475497658252792,0.39395975353354773,1.0445175671134355,0.8538711113938545,5.663148023469666e-05,0.008151287903488751,18.92957287251386,0.47122859029403286
85,0.6508518565050929,0.044099770419544375,0.6728367115413977,0.9082280796536727,0.8419989048553048,0.38717983871513756,1.0355561421288315,0.8553502131178828,5.3773992811216723e-05,0.0097815454841865,18.76133029018585,0.4672638707689136
